CASEID,FOLIO,REGION,MANZANA,NSE,INT_CODE,A,B,P1,SEXO1,SEXO2,SEXO3,SEXO4,SEXO5,SEXO6,SEXO7,SEXO8,SEXO9,SEXO10,SEXO11,SEXO12,SEXO13,SEXO14,SEXO15,EDAD1,EDAD2,EDAD3,EDAD4,EDAD5,EDAD6,EDAD7,EDAD8,EDAD9,EDAD10,EDAD11,EDAD12,EDAD13,EDAD14,EDAD15,ACTIV_1A,ACTIV_1B,ACTIV_1C,ACTIV2,ACTIV3,ACTIV4,ACTIV5,ACTIV6,ACTIV7,ACTIV8,ACTIV9,ACTIV10,ACTIV11,ACTIV12,ACTIV13,ACTIV14,ACTIV15,REL2,REL3,REL4,REL5,REL6,REL7,REL8,REL9,REL10,REL11,REL12,REL13,REL14,REL15,P3,P3_1,P3_2,P3_3,P4,P4_1,P4_2,P4_3,P5,P6,P7,P8_1,P8_2,P9,P10,P11,P12,P13,P14,P15,P15_1,P16,P16_1,P17,P17_S,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P32_S,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P47_S,P48,P49,P50,P51,P52,P52_A,P53,P54,P54_1,P55,P56,P57,P57_S,P58,P59,P60,P61,P62,P63,P64,P65,P66,P67,P68,P69,P70,P71,P72,P72_A,P73,P73_A,P74_1,P74_2,P74_3,P74_4,P74_5,P74_6,P75,P75_A,P76,P77,P78,P78A,P79,P80,P81,P82,P83,P84,P85,P86,P86_S,P87,P88,P88_A,P89,P90,P91,P92,P93,P94,P95,P96,P97,P98,P98A,P98B,P98C,P99_1,P99_2,P99_3,P99_4,P99_1A,P99_2A,P99_3A,P99_4A,P1001,P101,P102,P103,P104,P105,P106,P107_1,P107_2,P107_3,P107_4,P107_5,P107_6,P107_1A,P107_2A,P107_3A,P107_4A,P107_5A,P108,P109,P110,P111_1,P111_2,P111_3,P111_4,P111_5,P111_6,P111_7,P111_8,P111_9,P111_10,P111_11,P112,P112_1,P113,P114,P115,P116,P116A,P116ASQ,P116B,P116_A,P116_B,P117,P117_A,P118,P119,P120,P121,P1220,P122_S,P123,P124,P125
2127,27,13, ,4, ,1,43,5,1,2,1,2,2, , , , , , , , , , ,43,39,20,14,2, , , , , , , , , , ,5, , ,3,5,1, , , , , , , , , , , ,2,3,3,3, , , , , , , , , , ,2,278,13,2,1, , ,99,2,4, ,1,4,6,3,1, , , , , , ,1,9312,0,45,1,3,1,2, ,1,4,4,48,2,2000,12,9151,0,52,1,3,5,2, ,2,3,4,60,1971,5,2,9313,0,2,93,1991,1998,1,1, , , , ,1935,8139,0,36,1,3,2, ,1,5,4,1,9,2,2,9,3,0, ,2,0, , , , , , ,2,0,1,1,1,1,4,4,3,1,0,0,1,7442,0,2,1,1,2,1980,2,1,2,1,2,4,2,4,4,0,0, , , , , , , , , , , ,1, ,4000000,2, , , , , , , , , , , ,4,1,4,1,1,2,2,2,2,2,2,2,2, ,2, ,2,4,2,3,3,9,3,1,2,2, ,1,2,6,1,8269,0,18,3,1
2128,3548,13, ,1,518,1,42,4,1,2,2,2, , , , , , , , , , , ,42,40,6,9, , , , , , , , , , , ,5, , ,5,1,1, , , , , , , , , , , ,2,3,3, , , , , , , , , , , ,2,268,6,2,2, , ,99,14,1,45,1,1,5, ,1, , , , , , ,1,2222,0,85,1,1, ,1, , ,2,4,40,2,1986,24,2222,0,85,1,3,2,1,1,2,2,4,40,1985,5,1, , , , , , ,2,0,1,1, ,1,1930,3412,0,66,1,3,1,2,1,4,7,3,9, , , , ,2,0,1,1,2,2,2,2,1, ,2,0,7,3,1,1,13,5,1,1,12,1,9,6114,0,1,1,1,1,1989,3,1,2,2, , ,1,4,4,0,0, , , , , , , , ,1,1995,4,2, ,60000000,2, , , , , , , , , , , ,10,2,11,1,1,1,2,1,1,1,1,1,1, ,1,2,1,7,3,7,7,49,7,2,1,2, ,2, , , , , , , , 
2129,1784,8, ,2, ,1,38,3,1,2,1, , , , , , , , , , , , ,38,29,2, , , , , , , , , , , , ,5, , ,5,1, , , , , , , , , , , , ,2,3, , , , , , , , , , , , ,2,38,8,3,3,162,8,3,13,5,108,3,3,3, ,1, , , , , , ,1,3143,0,93,1,1, ,1, , ,4,1,70,2,1989,25,4121,0,60,1,1, , , , ,4,4,70,1989,5,1, , , , , , ,2,0,7,34, ,30,0,8276,0,15,1,3,0, ,1,5,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,5,3,1,1,13,4,1,1,13,4,9,3213,0,2,1,1,2,1995,1,1,2,1,2,4,1,4,4,0,0, , , , , , , , , , , ,1, ,5000000,1,2,2,1,2,2,2,0,0,1,0,0,13,2,13,1,1,1,1,0,1,0,1,0,0,0,1,1,2,5,3,1,1,1,1,1,2,2, ,1,13,6,1,2421,0,93,1,1
2130,2581,13, ,4,73,1,41,5,1,2,1,2,2, , , , , , , , , , ,41,39,18,15,9, , , , , , , , , , ,5, , ,5,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , ,1, , , ,1, , ,99,4,2, ,1,1,2, ,1, , , , , , ,1,7122,0,45,2,3,5,2, ,1,7,2,60,2,1999,12,7430,0,17,1,3,5,2, ,1,3,4,12,1976,5,2,5230,0,2,52,1994,1998,2,0,6,31, ,23,1945,743,0,17,1,1, , , ,3,6,6,9,0,0,1,0,2,0,2,0, , , , , , ,2,0,5,3,2,0,2,8,1,1,0,0,1,6112,1,2,2,0,2,1979,4,1,2,1,1,4,2,4,4,0,0, , , , , , , , , , , ,1, ,7000000,2, , , , , , , , , , , ,4,2,8,1,1,1,2,2,1,1,2,2,2, ,1,1,2,5,3,4,4,16,4,2,1,2, ,1,13,6,1,5220,0,52,1,1
2131,2493,8, ,2, ,1,46,5,1,2,1,1,2, , , , , , , , , , ,46,52,22,17,5, , , , , , , , , , ,5, , ,3,1,1,6, , , , , , , , , , ,2,3,3,3, , , , , , , , , , ,1, , , ,3,38,8,3,12,2,32,1,1,3, ,1, , , , , , ,1,3439,0,75,1,3,1,2, ,1,6,2,48,2,1997,20,3472,0,64,1,3,1,2, ,1,4,2,20,1990,1, , , , , , , ,1,1, , , , ,1900,4190,0,75,1,4,2, ,1,5,6,4,9,3,6,9,3,1,1,2,0, , , , , , ,2,0,3,2,1,1,2,8,0,8, , , , , , , , , ,1983,1,4,2,1,2,4,2,4,4,0,0, , , , , , , , , , , ,1, ,20000000,2, , , , , , , , , , , ,8,1,8,1,1,2,2,2,1,2,2,1,2, ,2, ,2,6,3,4,4,16,4,2,2,2, ,2, , , , , , , , 
2132,2320,5, ,4,501,1,40,8,1,2,2,2,2,2,2,1, , , , , , , ,40,40,22,20,18,17,14,4, , , , , , , ,5, , ,5,1,1,1,1,1,0, , , , , , , ,2,3,3,3,3,3,7, , , , , , , ,1, , , ,1, , ,99,4,1, ,1,1,3, ,1, , , , , , ,1,7122,0,45,2,3,5,1,1,2,2,4,66,5,1999,18,5220,0,52,1,3,5,2, ,1,2,4,55,1979,5,2,7122,0,2,45,1983,1999,1,1, , , , ,1900,7124,0,45,1,2, , , , ,3,6,9,0,0,1,2,1,1,2,0, , , , , , ,2,0,5,2,1,1,2,4,1,1,6,3,9,7412,0,2,1,1,2,1981,1,1,1,2, , ,2,4,4,0,0, , , , , , , , ,1,1991,4,1, ,4000000,2, , , , , , , , , , , ,4,2,7,1,2,1,2,2,2,2,1,2,2, ,2, ,2,5,2,10,10,100,10,2,2,1,1,1,7,5,1,7241,1,31,3,1
2133,1405,9, ,4, ,1,37,4,1,2,1,1, , , , , , , , , , , ,37,62,64,7, , , , , , , , , , , ,5, , ,3,4,1, , , , , , , , , , , ,4,4,10, , , , , , , , , , , ,1, , , ,1, , ,99,4,1, ,1,1,3, ,1, , , , , , ,1,723,0,60,2,3,5,2, ,1,4,2,50,5,1984,15,9111,0,52,2,2, , , , , ,4,54,1979,5,1, , , , , , ,1,1, , , , ,1937,5163,0,75,1,4,2, ,1,4,4,4,9,2,4,9,3,1,1,2,0, , , , , , ,2,0,4,2,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,20000000,2, , , , , , , , , , , ,3,2,4,2,1,2,2,2,2,2,1,2,2, ,2, ,2,3,2,6,6,36,6,2,2,2, ,1,4,3,1,7122,0,45,2,1
2134,2612,13, ,3,193,1,42,5,1,2,1,2,2, , , , , , , , , , ,42,9,4,40,60, , , , , , , , , , ,5, , ,1, ,3,4, , , , , , , , , , ,3,3,2,5, , , , , , , , , , ,1, , , ,1, , ,99,8,1,103,1,3,3, ,1, , , , , , ,1,3413,0,70,1,2, ,2, , , ,2,25,5,2000,19,0,0,0,1,0,1,1,2,1,5,4,48,2000,5,2,0,0,2,0,1978,2000,2,0,1,1, ,21,1901,99,0,9,99,99,99, ,0,99,0,0,1,0,0,1,1,1,1,2,0, , , , , , ,2,0,5,3,1,1,12,1,3,1,0,0,1,0,0,2,1,1,0,1985,3,3,1,1,2,4,2,4,4,0,0, , , , , , , , , , , ,1, ,25000000,2, , , , , , , , , , , ,0,2,0,1,2,2,2,2,2,2,2,1,2, ,1,1,2,7,3,0, , ,0, , ,2, ,2, , , , , , , , 
2135,2151,13, ,3,258,1,39,4,1,1,1,2, , , , , , , , , , , ,39,37,30,91, , , , , , , , , , , ,5, , ,2,5,2, , , , , , , , , , , ,8,8,4, , , , , , , , , , , ,1, , , ,1, , ,99,7,4,0,2,2,3, ,1, , , , , , ,1,7243,0,93,1,2, ,2, , , ,4,30,5,1985,24,7243,0,93,1,1, , , , ,2,4,30, ,5,1, , , , , , ,1,1, , , , ,1947,7233,0,13,1,3,2, ,1,6,3,6,9,3,6,9,3,1,1,2,0, , , , , , ,2,0,5,3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,0,2, , , , , , , , , , , ,5,2,6,1,1,1,2,2,2,2,1,2,2, ,1,3,2,5,3,2,2,4,2,1,2,2, ,1,4,4,2,5220,0,52,3,1
2136,950,13, ,2,423,1,43,4,1,2,2,2, , , , , , , , , , , ,43,44,11,9, , , , , , , , , , , ,5, , ,5,1,1, , , , , , , , , , , ,2,3,3, , , , , , , , , , , ,1, , , ,1, , ,99,12,3,12,3,3,1, ,1, , , , , , ,1,1222,0,15,1,3,1,1,2,1,4,4,80,2,1990,21,4122,0,65,1,3,1,2, ,1,7,2,72,1981,5,1, , , , , , ,1,1, , , , ,1927,1312,0,15,1,1, , , ,5,6,6,9,99,2,9,1,1,1,1,1,1,2,2,2,2, ,1,1,7,3,1,1,13,6,1,1,6,6,9,6111,0,1,1,1,1,1989,3,1,2,2, , ,1,4,4,0,0, , , , , , , , ,2, , ,7,230000,70000000,1,1,2,2,2,2, ,1,0,0,0,0,10,2,12,1,1,1,1,2,1,1,1,1,1, ,1,2,1,7,3,3,3,9,3,2,2,2, ,1,12,5,1,0,0,0,0,2
2137,842,2, ,4, ,1,40,6,1,2,2,1,2,1, , , , , , , , , ,40,38,15,13,10,4, , , , , , , , , ,5, , ,3,1,1,1,6, , , , , , , , , ,2,3,3,3,3, , , , , , , , , ,1, , , ,1, , ,99,5,4, ,1,1,3, ,1, , , , , , ,1,7121,1,13,1,3,1,1,1,1,7,4,48,2,1991,20,9152,0,13,2,3,2,2, ,1,4,4,48,1983,5,1, , , , , , ,1,1, , , , ,1932,7122,0,45,2,3,2, ,1,4,6,6,9,3,6,9,3,1,1,2,0, , , , , , ,2,0,4,1,1,1,2,8,3,1,0,0,1,5220,0,2,1,1,2,1988,1,1,1,2, , ,2,4,4,0,0, , , , , , , , ,1,1996,4,2, ,8000000,2, , , , , , , , , , , ,8,1,8,1,1,1,2,2,2,2,2,2,2, ,2, ,2,4,2,5,5,25,5,2,2,2, ,1,13,5,1,2131,0,13,4,2
2138,854,7, ,3, ,1,37,5,1,2,1,1,1, , , , , , , , , , ,37,31,14,11,7, , , , , , , , , , ,2, , ,5,1,1,1, , , , , , , , , , ,2,3,3,3, , , , , , , , , , ,2,253,7,1,2, , ,99,2,8, ,1,4,5, ,2,1,1,48,1,2000, ,2,9313,0,45,2,2, ,2, , , ,2,56,2,2000,12,9211,0,1,2,2, , , , , ,4,80,1978,5,2,8332,0,2,45,1993,1995,2,0,2, , , ,1956,9211,0,1,2,2, , , , ,1,0,9,1,0,0,3,1,1,2,0, , , , , , ,2,0,1,1,1,1,2,2,1,6,1,0,9,99,0,3,2,0,2,1986,2,3,2,1,2,4,2,4,4,0,0, , , , , , , , , , , ,1, ,3000000,1,1,2,2,2,2,2,1,0,0,0,0,2,1,3,1,1,2,2,2,2,2,2,2,2, ,1,1,2,5,2,8,8,64,8,2,2,2, ,1,2,2,2,9211,0,1,2,2
2139,2030,5, ,4,502,1,41,3,1,2,1, , , , , , , , , , , , ,41,42,21, , , , , , , , , , , , ,5, , ,3,1, , , , , , , , , , , , ,2,3, , , , , , , , , , , , ,2,36,5,3,1, , ,99,6,6, ,1,1,4, ,2,1,1,24,1,2000, ,2,7121,0,45,1,3,2,1,2,1,7,4,75,4,1998,22,9151,0,21,1,3,6,2, ,1,5,4,50,1982,5,2,7422,0,2,45,1995,1995,2,0,2, , , ,1926,7224,0,15,1,3,1,1,1,7,6,0,9,0,0,1,1,1,1,2,0, , , , , , ,2,0,3,2,2,0,6,6,3,1,0,0,1,2149,0,2,1,1,2,1988,1,1,1,2, , ,2,4,4,0,0, , , , , , , , ,2, , ,6, , ,2, , , , , , , , , , , ,2,1,2,1,1,1,2,2,2,2,2,2,2, ,2, ,2,5,2,4,4,16,4,2,2,1,1,1,6,6,1,7412,0,15,4,1
2140,3775,13, ,4,293,1,41,5,1,2,2,1,2, , , , , , , , , , ,41,40,17,15,3, , , , , , , , , , ,2, , ,3,1,1, , , , , , , , , , , ,2,3,3,3, , , , , , , , , , ,1, , , ,1, , ,99,4,3, ,1,2,3, ,2,2,1,16,1,2001, ,2,9152,0,29,1,3,2,2, ,1,4,4,72,2,2000,19,9131,0,45,2,3,2,2, ,1,5,4,48,1970,4, , , , , , , ,1,1, , , , ,1935,826,0,17,1,3,2, ,1,5,3,6,9,3,6,9,3,1,1,2,0, , , , , , ,2,0,2,2,1,1,2,8,3,1,1,0,9,7124,0,2,2,0,2,1985,1,2,1,2, , ,2,2,2,1,1,1,2,2,2,1,0,0,0,2, , ,3, ,7000000,2, , , , , , , , , , , ,1,1,1,1,1,1,2,2,2,2,2,2,2, ,2, ,2,2,1,6,6,36,6,2,2,2, ,1,4,1,1,8232,0,25,3,2
2141,1633,8, ,4, ,1,46,2,1,2, , , , , , , , , , , , , ,46,47, , , , , , , , , , , , , ,5, , ,5, , , , , , , , , , , , , ,2, , , , , , , , , , , , , ,1, , , ,1, , ,99,2,4, ,1,4,6,3,1, , , , , , ,1,7124,0,45,1,3,1,1,1,1,6,2,55,2,1990,13,7231,0,50,2,3,5,2, ,1,3,4,55,1968,5,1, , , , , , ,2,0,3,1,1,31,0,5123,0,55,1,3,1,1,1,3,2,2,9,2,8,9,3,1,1,2,0, , , , , , ,2,0,2,1,1,1,2,4,2,1,2,4,9,9211,0,2,2,0,2,1993,1,2,1,1,1,1,2,4,4,0,0, , , , , , , , , , , ,1, ,10000000,2, , , , , , , , , , , ,4,2,4,1,1,1,2,2,2,1,1,2,2, ,2, ,2,3,3,10,10,100,10,1,2,1,2,1,4,1,1,0,0,93,3,2
2142,1303,7, ,5, ,1,43,7,1,2,2,1,1,1,1, , , , , , , , ,43,43,21,19,14,14,0, , , , , , , , ,5, , ,3,2,5,1,1, , , , , , , , , ,2,3,3,3,3,7, , , , , , , , ,1, , , ,2, , ,99,2,4, ,1,4,6,2,1, , , , , , ,1,9211,0,1,2,3,1,2, ,1,3,4,48,2,2000,14,9211,0,1,1,3,5,2, ,1,4,4,48,1977,5,2,0,0,0, ,0,0,1,1, , , , ,1937,9211,0,1,1,3,2, ,1,4,3,4,9,3,4,9,3,1,1,2,0, , , , , , ,2,0,3,1,1,1,2,8,3,1,1,0,9,8124,0,2,1,1,2,1978,1,1,1,2, , ,2,4,4,0,0, , , , , , , , ,1,2000,4,1, ,4000000,2, , , , , , , , , , , ,2,1,2,1,2,1,2,2,2,2,2,2,2, ,2, ,2,4,1,3,3,9,3,2,2,0,0,1,2,3,1,7231,0,50,3,2
2143,1550,13, ,3,59,1,45,6,1,2,2,1,1,2, , , , , , , , , ,45,70,31,32,10,5, , , , , , , , , ,5, , ,4,5,5,1,1, , , , , , , , , ,4,10,10,10,10, , , , , , , , , ,1, , , ,1, , ,99,4,1, ,2,1,3, ,1, , , , , , ,1,9152,0,26,1,3,3,1,0,1,4,4,48,2,2000,14,5220,0,52,1,3,5,2, ,1,3,4,60,1988,5,2,9313,0,2,45,1995,1996,1,1, , , , ,1925,8333,0,27,1,3,2, ,1,6,6,6,9,6,6,9,3,1,1,2,0, , , , , , ,2,0,3,3,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,10000000,2, , , , , , , , , , , ,3,2,5,1,1,1,2,2,2,2,2,2,2, ,2, ,2,4,3,6,6,36,6,2,1,1,2,1,4,4,1,9152,0,28,3,2
2144,667,13, ,3,541,1,42,5,1,2,1,2,2, , , , , , , , , , ,42,45,20,18,7, , , , , , , , , , ,5, , ,3,1,1,1, , , , , , , , , , ,2,3,3,3, , , , , , , , , , ,2,279,7,3,2, , ,99,7,5,108,2,1,4, ,1, , , , , , ,1,4211,0,65,1,3,1,1,1,1,6,4,48,2,0,20,5220,0,52,2,3,1,2, ,1,4,4,48,1982,5,1, , , , , , ,1,1, , , , ,1926,6114,1,1,1,3,1,2,1,4,3,6,9,3,6,9,3,2,0,2,0, , , , , , ,2,0,4,2,1,1,5,4,3,1,0,0,1,8120,0,1,1,1,2,1980,1,1,1,2, , ,2,4,4,0,0, , , , , , , , ,1,1985,4,1, ,20000000,2, , , , , , , , , , , ,7,1,7,1,1,1,2,2,1,1,2,1,1, ,2, ,1,5,3,12,12,144,12,2,2,2, ,1,4,4,1,1318,0,93,2,1
2145,2166,2, ,4, ,1,41,4,1,2,1,2, , , , , , , , , , , ,41,38,14,10, , , , , , , , , , , ,5, , ,3,1,1, , , , , , , , , , , ,2,3,3, , , , , , , , , , , ,1, , , ,1, , ,99,2,8, ,1,4,3, ,1, , , , , , ,1,7124,0,45,2,2, ,2, , , ,4,20,5,1999,17,9313,0,75,2,4,2,2, ,1,0,4,48,1981,5,2,7124,0,2,75,1995,1995,1,1, , , , ,1932,7245,0,40,1,3,2, ,1,7,3,3,9,3,6,9,3,1,1,2,0, , , , , , ,2,0,5,3,1,1,4,2,3,1,0,0,1,9311,0,3,0, ,2,1986,1,1,1,2, , ,2,4,4,0,0, , , , , , , , ,2, , ,7,40000,5000000,2, , , , , , , , , , , ,0,1,0,2,2,2,2,2,2,2,2,2,2, ,2, ,2,5,3,5,5,25,5,2,2,2, ,1,2,8,1,8312,0,14,3,1
2146,1716,13, ,4,137,1,39,6,1,2,2,1,1,1, , , , , , , , , ,39,61,35,16,13,8, , , , , , , , , ,5, , ,5,5,1,1,1, , , , , , , , , ,4,8,10,10,10, , , , , , , , , ,1, , , ,1, , ,99,6,4, ,1,1,3, ,1, , , , , , ,1,4190,0,67,1,3,1,2, ,1,6,4,48,2,1997,21,4211,0,52,1,3,1,2, ,1,6,4,54,1989,1, , , , , , , ,1,1, , , , ,1936,7422,0,20,1,3,1,2,1,6,6,6,9,3,6,9,3,1,1,2,0, , , , , , ,2,0,4,3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,8000000,2, , , , , , , , , , , ,5,3,5,1,1,1,2,2,1,1,2,2,2, ,1,1,2,5,3,3,3,9,3,1,2,2, ,1,2,8,1,9132,0,90,3,2
2147,852,2, ,4, ,1,39,6,1,2,2,1,1,1, , , , , , , , , ,39,39,18,17,10,8, , , , , , , , , ,5, , ,5,1,1,1,1, , , , , , , , , ,2,3,3,3,3, , , , , , , , , ,2,190,4,1,1, , ,99,4,4, ,1,1,3, ,1, , , , , , ,1,5220,0,52,1,2, ,2, , , ,4,100,2,2001,19,5230,0,52,1,2, , , , , ,4,50,1983,5,2,8324,0,2,60,1989,2000,1,1, , , , ,1940,5230,0,52,1,2, , , , ,3,4,9,3,6,9,2,2,0,2,0, , , , , , ,2,0,4,2,1,1,4,4,3,1,11,4,9,3310,0,2,1,1,1,1980,1,1,1,2, , ,2,4,4,0,0, , , , , , , , ,2, , ,7,80000,8000000,2, , , , , , , , , , , ,5,2,5,1,1,2,2,2,2,2,1,2,2, ,1,1,2,6,3,5,5,25,5,1,2,2, ,1,4,4,1,7212,0,45,2,2
2148,3752,13, ,4,28,1,43,3,1,2,2, , , , , , , , , , , , ,43,73,45, , , , , , , , , , , , ,5, , ,4,5, , , , , , , , , , , , ,4,8, , , , , , , , , , , , ,1, , , ,1, , ,99,5,1, ,1,1,3, ,1, , , , , , ,1,6113,0,93,1,3,1,2, ,1,2,4,48,2,1982,25,6113,0,93,1,3,1,2, ,1,2,4,48, ,5,1, , , , , , ,1,1, , , , ,1928,7442,0,19,1,3,2, ,1,5,3,6,9,6,3,9,2,1,1,2,0, , , , , , ,2,0,5,2,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,10000000,2, , , , , , , , , , , ,3,3,5,1,1,1,2,2,2,2,2,2,2, ,2, ,2,5,2,3,3,9,3,2,2,2, ,1,5,5,1,7241,0,40,3,1
2149,1055,2, ,4, ,1,42,4,1,2,1,2, , , , , , , , , , , ,42,30,15,6, , , , , , , , , , , ,5, , ,3,1,1, , , , , , , , , , , ,2,3,3, , , , , , , , , , , ,1, , , ,1, , ,99,4,2, ,1,1,3, ,1, , , , , , ,1,5220,0,52,1,2, ,2, , , ,4,91,5,2000,20,9152,0,29,2,4,2,2, ,1,4,4,48,1979,5,2,7231,0,2,50,1995,2000,1,1, , , , ,1928,7124,0,45,1,4,2, ,2,0,2,6,9,2,6,9,3,2,0,2,0, , , , , , ,2,0,5,3,1,1,2,8,3,1,3,6,9,7231,0,2,1,1,1,1984,1,1,2,2, , ,2,4,4,0,0, , , , , , , , ,1,1997,4,2, ,6000000,2, , , , , , , , , , , ,7,1,7,1,1,2,2,2,2,2,1,2,2, ,2, ,2,5,3,6,6,36,6,2,2,2, ,1,5,4,1,9152,1,13,3,1
2150,2772,10, ,2, ,1,41,5,1,2,2,1,1, , , , , , , , , , ,41,44,15,11,86, , , , , , , , , , ,5, , ,5,1,1,4, , , , , , , , , , ,2,3,3,5, , , , , , , , , , ,2,526,10,2,3,223,10,3,12,3,47,1,1,3, ,1, , , , , , ,1,1314,0,52,1,1, ,1, , ,3,4,48,2,1995,21,6141,1,2,1,3,1,1,2,1,5,4,60,1980,1, , , , , , , ,1,1, , , , ,1925,0,0,75,1,4,2, ,1,4,6,6,9,6,6,9,1,1,1,1,1,2,2,2,2,1, ,2,0,6,3,1,1,13,5,1,1,6,6,9,9211,0,0,1,1,2,1985,1,1,1,2, , ,1,4,4,0,0, , , , , , , , ,1,1999,3,1, ,50000000,2, , , , , , , , , , , ,11,2,11,1,1,1,2,1,1,1,1,1,1, ,1,3,1,8,4,1,1,1,1,2,1,2, ,1,4,4,2,3431,0,5,3,2
2151,832,13, ,4,174,1,37,4,1,2,1,1, , , , , , , , , , , ,37,34,14,9, , , , , , , , , , , ,5, , ,3,1,1, , , , , , , , , , , ,2,3,3, , , , , , , , , , , ,1, , , ,3,0,401,1,7,2,100,1,1,3, ,1, , , , , , ,1,7124,0,45,2,2, ,2, , , ,2,48,2,2001,17,7124,0,45,2,3,2,2, ,1,4,0,48,1983,1, , , , , , , ,1,1, , , , ,1943,7124,0,45,2,2, , , , ,2,8,9,2,8,9,3,1,1,2,0, , , , , , ,2,0,3,2,1,1,4,4,3,1,3,6,9,9152,0,2,1,1,2,1986,1,1,1,2, , ,2,4,4,0,0, , , , , , , , ,2, , ,3, ,4000000,2, , , , , , , , , , , ,4,1,4,1,1,1,2,2,2,2,1,2,2, ,2, ,0,5,3,4,4,16,4,1,2,2, ,1,4,4,2,3433,0,36,3,2
2152,2808,13, ,3,698,1,41,4,1,2,1,2, , , , , , , , , , , ,41,40,11,9, , , , , , , , , , , ,2, , ,3,1,1, , , , , , , , , , , ,2,3,3, , , , , , , , , , , ,2,427,9,1,1, , ,99,4,4, ,1,1,3, ,2,2,1,3,1,2001, ,2,5220,0,52,1,3,1,2, ,1,5,4,48,1,1983,20,7241,0,70,1,3,1,2, ,1,3,4,75,1983,5,1, , , , , , ,1,1, , , , ,1930,833,0,75,1,4,2, ,1,7,0,0,1,3,3,9,3,2,0,2,0, , , , , , ,2,0,3,1,1,1,4,4,3,1,7,6,9,7213,0,1,1,1,1,1987,1,1,2,2, , ,2,4,4,0,0, , , , , , , , ,2, , ,4, ,20000000,2, , , , , , , , , , , ,1,1,1,1,1,2,2,2,1,1,2,1,2, ,1,1,2,4,2,6,6,36,6,2,1,2, ,1,4,4,1,3415,0,51,3,1
2153,1704,13, ,4,698,1,46,5,1,2,2,2,1, , , , , , , , , , ,46,42,20,8,15, , , , , , , , , , ,5, , ,3,5,1,1, , , , , , , , , , ,2,3,3,3, , , , , , , , , , ,2,293,7,1,1, , ,99,2,7, ,1,4,6,3,1, , , , , , ,1,9111,0,52,2,2, ,2, , , ,4,42,5,2001,15,7231,0,50,2,3,5,2, ,1,2,4,48,1971,5,2,5122,0,2,52,1994,1996,2,0,3,1, ,31,1942,9313,0,45,1,3,2, ,1,4,1,0,9,1,0,0,2,2,0,2,0, , , , , , ,2,0,2,1,1,1,2,8,3,4,2,8,9,7412,0,2,1,1,2,1980,3,4,1,1,2,4,2,4,4,0,0, , , , , , , , , , , ,1, ,5000000,2, , , , , , , , , , , ,3,3,3,1,1,2,2,2,2,2,2,2,2, ,2, ,2,2,1,11,11,121,11,1,2,1,2,1,2,8,1,9313,0,45,3,1
2154,2213,6, ,5, ,1,41,4,1,2,2,1, , , , , , , , , , , ,41,32,8,2, , , , , , , , , , , ,2, , ,3,1, , , , , , , , , , , , ,2,3,3, , , , , , , , , , , ,2,272,6,2,2, , ,99,4,4, ,3,1,5, ,2,1,1,8,1,2001, ,2,7421,0,51,1,3,1,2, ,1,6,2,70,2,1996,20,8211,0,28,1,3,5,1,1,2,2,4,60,1989,5,2,9313,0,2,45,1995,1996,2,0,1,31, ,1,1940,99,0,9,99,99,0, ,0,99,3,6,9,99,99,9,9,2,0,2,0, , , , , , ,2,0,4,2,1,1,2,3,3,2,0,0,1,0,0,0,2,0,2,1992,3,4,2,2, , ,2,4,4,0,0, , , , , , , , ,1,1999,4,3, ,0,2, , , , , , , , , , , ,2,1,2,2,2,2,2,2,2,2,2,2,2, ,2, ,2,2,1,3,3,9,3,2,2,1,2,1,2,6,1,9211,0,1,3,1
2155,737,13, ,4,330,1,43,2,1,2, , , , , , , , , , , , , ,43,17, , , , , , , , , , , , , ,5, , ,1, , , , , , , , , , , , , ,3, , , , , , , , , , , , , ,2,157,9,1,2, , ,99,3,6, ,1,4,6,1,1, , , , , , ,1,9120,0,52,2,2, ,2, , , ,4,50,1,1990,14,5230,0,52,2,3,1,2, ,2,2,4,50,0,5,1, , , , , , ,1,1, , , , ,1916,7122,0,45,2,3,2, ,2,5,0,0,2,0,0,1,1,2,0,2,0, , , , , , ,2,0,1,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,9000000,2, , , , , , , , , , , ,2,1,2,2,2,2,2,2,2,2,2,2,2, ,2, ,2,1,1,5,5,25,5,2,2,2, ,2, , , , , , , , 
